Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data_Api\Data_Api.csproj,File,Data_Api\Data_Api.csproj,,,Microsoft.EntityFrameworkCore.InMemory 9.0.9,,,,,"Microsoft.EntityFrameworkCore.InMemory, 9.0.9  Recommendation:  Remove Microsoft.EntityFrameworkCore.InMemory, and replace with new package Microsoft.EntityFrameworkCore.InMemory 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data_Api\Data_Api.csproj,File,Data_Api\Data_Api.csproj,,,Microsoft.EntityFrameworkCore.Tools 9.0.9,,,,,"Microsoft.EntityFrameworkCore.Tools, 9.0.9  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.8"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Data_Api\Data_Api.csproj,File,Data_Api\Data_Api.csproj,,,Microsoft.VisualStudio.Azure.Containers.Tools.Targets 1.22.1,,,,,"Microsoft.VisualStudio.Azure.Containers.Tools.Targets, 1.22.1  Recommendation:  No supported version found"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Data_Api\Data_Api.csproj,File,Data_Api\Data_Api.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,,,Microsoft.AspNetCore.Components 9.0.16,,,,,"Microsoft.AspNetCore.Components, 9.0.16  Recommendation:  Remove Microsoft.AspNetCore.Components, and replace with new package Microsoft.AspNetCore.Components 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,,,Microsoft.AspNetCore.Components.Forms 9.0.16,,,,,"Microsoft.AspNetCore.Components.Forms, 9.0.16  Recommendation:  Remove Microsoft.AspNetCore.Components.Forms, and replace with new package Microsoft.AspNetCore.Components.Forms 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,,,Microsoft.AspNetCore.Components.Web 9.0.16,,,,,"Microsoft.AspNetCore.Components.Web, 9.0.16  Recommendation:  Remove Microsoft.AspNetCore.Components.Web, and replace with new package Microsoft.AspNetCore.Components.Web 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,,,System.Text.Json 9.0.16,,,,,"System.Text.Json, 9.0.16  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.8"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,,,,,,,,Current target framework: net9.0-android;net9.0-maccatalyst;net9.0-windows10.0.26100.0 Recommended target framework: net9.0-android;net9.0-maccatalyst;net9.0-windows10.0.26100.0;net10.0-windows
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,24,2,T:Microsoft.Maui.Controls.BindingMode,,,,,private static bool ShouldUseSetter(BindingMode mode)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,F:Microsoft.Maui.Controls.BindingMode.Default,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,17,2,T:Microsoft.Maui.Controls.BindableProperty,,,,,"private static bool ShouldUseSetter(BindingMode mode, BindableProperty bindableProperty)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,17,2,T:Microsoft.Maui.Controls.BindingMode,,,,,"private static bool ShouldUseSetter(BindingMode mode, BindableProperty bindableProperty)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,9,T:Microsoft.Maui.Controls.BindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,9,P:Microsoft.Maui.Controls.BindableProperty.DefaultBindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,9,T:Microsoft.Maui.Controls.BindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,9,P:Microsoft.Maui.Controls.BindableProperty.DefaultBindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,F:Microsoft.Maui.Controls.BindingMode.Default,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,27,4,T:Microsoft.Maui.Easing,,,,,"public static Task<bool> TextColorTo(this global::Microsoft.Maui.Controls.Picker element, global::Microsoft.Maui.Graphics.Color color, uint rate = 16u, uint length = 250u, Easing? easing = null, CancellationToken token = default)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,27,4,T:Microsoft.Maui.Controls.Picker,,,,,"public static Task<bool> TextColorTo(this global::Microsoft.Maui.Controls.Picker element, global::Microsoft.Maui.Graphics.Color color, uint rate = 16u, uint length = 250u, Easing? easing = null, CancellationToken token = default)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,76,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,76,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,76,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,76,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,76,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,75,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,75,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,74,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,74,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FeladatEllenorzo_CP\FeladatEllenorzo_CP.csproj,File,FeladatEllenorzo_CP\obj\Release\net9.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\PickerTextColorTo.g.shared.cs,73,8,P:Microsoft.Maui.Controls.Picker.TextColor,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.Picker element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
